a1p,a3p,b3p
0.830073929349415,-0.00236333599711295,-0.00151617990229595
0.830073929349415,-0.00236333599711295,-0.00151617990229595
0.830087419540232,-0.00238614965241773,-0.0015406801109578
0.830087419540232,-0.00238614965241773,-0.0015406801109578
0.830087445462258,-0.00238622884186782,-0.00154059163169305
0.830087445462258,-0.00238622884186782,-0.00154059163169305
0.831704480412935,-0.00263897471596609,-0.00179372378750115
0.831704480412935,-0.00263897471596609,-0.00179372378750115
0.831718101916094,-0.00267090000208768,-0.00182803550095248
0.831718101916094,-0.00267090000208768,-0.00182803550095248
0.831718165849006,-0.00267085756226864,-0.00182801867541031
0.831718165849006,-0.00267085756226864,-0.00182801867541031
0.833362629453718,-0.00299133760167153,-0.00215434842377573
0.833362629453718,-0.00299133760167153,-0.00215434842377573
0.833376679520591,-0.00303732035581834,-0.0022048689549729
0.833376679520591,-0.00303732035581834,-0.0022048689549729
0.833376629805295,-0.00303703565267006,-0.00220513796107268
0.833376629805295,-0.00303703565267006,-0.00220513796107268
0.835049029313793,-0.0034558087347752,-0.00264068542418552
0.835049029313793,-0.0034558087347752,-0.00264068542418552
0.835063094256254,-0.00352560937523152,-0.00271997555242636
0.835063094256254,-0.00352560937523152,-0.00271997555242636
0.835063114789395,-0.00352555784412295,-0.00272019172802737
0.835063114789395,-0.00352555784412295,-0.00272019172802737
0.836763829277871,-0.00409504934147028,-0.0033289976809683
0.836763829277871,-0.00409504934147028,-0.0033289976809683
0.836778523366223,-0.0042076929073427,-0.00346388474281663
0.836778523366223,-0.0042076929073427,-0.00346388474281663
0.83677860688374,-0.00420784602675275,-0.00346389177666174
0.83677860688374,-0.00420784602675275,-0.00346389177666174
0.838508741932097,-0.00502446356474769,-0.0043719516016933
0.838508741932097,-0.00502446356474769,-0.0043719516016933
0.838523671949313,-0.00522250880587263,-0.00462817331340888
0.838523671949313,-0.00522250880587263,-0.00462817331340888
0.838523739930943,-0.00522286592266373,-0.00462804749857752
0.838523739930943,-0.00522286592266373,-0.00462804749857752
0.840284631714364,-0.00648240829121685,-0.00612080947689573
0.840284631714364,-0.00648240829121685,-0.00612080947689573
0.840301758507388,-0.00687228221938378,-0.00670389706777978
0.840301758507388,-0.00687228221938378,-0.00670389706777978
0.840301706694976,-0.00687231560934986,-0.0067036140270219
0.840301706694976,-0.00687231560934986,-0.0067036140270219
0.84209814170511,-0.00902359573515746,-0.00958600792002658
0.84209814170511,-0.00902359573515746,-0.00958600792002658
0.842123157176953,-0.00985533422443012,-0.0113939090677262
0.842123157176953,-0.00985533422443012,-0.0113939090677262
0.842123185547361,-0.00985322112554193,-0.0113923174025035
0.842123185547361,-0.00985322112554193,-0.0113923174025035
0.843977227876464,-0.0138479716225886,-0.018981781410106
0.843977227876464,-0.0138479716225886,-0.018981781410106
0.844079908912998,-0.0109997985992463,-0.0295829561793828
0.844079908912998,-0.0109997985992463,-0.0295829561793828
0.84406724393798,-0.0110123078162956,-0.0294304737642755
0.84406724393798,-0.0110123078162956,-0.0294304737642755
0.846169607937778,0.00755130153660943,-0.0690736654536514
0.846169607937778,0.00755130153660943,-0.0690736654536514
0.845889287063533,0.139833498544371,0.0589491906499424
0.845889287063533,0.139833498544371,0.0589491906499424
0.846169517601304,0.00755131430964437,-0.0690736592543624
0.846169517601304,0.00755131430964437,-0.0690736592543624
0.847613003503985,0.285572253916919,0.147701707899146
0.847613003503985,0.285572253916919,0.147701707899146
0.830299976218858,0.158004722747606,0.0201862375205253
0.830299976218858,0.158004722747606,0.0201862375205253
0.845397030839614,0.0974354847343425,0.0605803706817841
0.845397030839614,0.0974354847343425,0.0605803706817841
0.84755027440701,0.0351038716078013,0.0577247794618494
0.84755027440701,0.0351038716078013,0.0577247794618494
0.847613855168994,0.0196440635515741,0.0153373655256983
0.847613855168994,0.0196440635515741,0.0153373655256983
0.847631922852786,0.017992091409258,0.0136860282822891
0.847631922852786,0.017992091409258,0.0136860282822891
0.849524812018568,0.00280059419787115,0.00460589726263322
0.849524812018568,0.00280059419787115,0.00460589726263322
0.849546103941381,0.00969211062110885,0.00832890628699536
0.849546103941381,0.00969211062110885,0.00832890628699536
0.849545748845964,0.00970891322036873,0.00835735248532619
0.849545748845964,0.00970891322036873,0.00835735248532619
0.851477075337534,0.00519667583247284,0.00523255599368713
0.851477075337534,0.00519667583247284,0.00523255599368713
0.851492436686095,0.0066178435072042,0.00613774650586796
0.851492436686095,0.0066178435072042,0.00613774650586796
0.85149253137317,0.00661825690378972,0.00613871995579729
0.85149253137317,0.00661825690378972,0.00613871995579729
0.853454321216638,0.00450328170321232,0.0045630566781528
0.853454321216638,0.00450328170321232,0.0045630566781528
0.853469312631587,0.00501320794359467,0.00491571480127714
0.853469312631587,0.00501320794359467,0.00491571480127714
0.853469102997555,0.0050133776798257,0.00491576082048726
0.853469102997555,0.0050133776798257,0.00491576082048726
0.855461189013611,0.00379598208668956,0.00396652209612292
0.855461189013611,0.00379598208668956,0.00396652209612292
0.855476514643211,0.00403375461634651,0.00413970502344497
0.855476514643211,0.00403375461634651,0.00413970502344497
